Items: 500
Max score assuming infinite container: 2311
Gen #0 | Best score: 349 | Gen avg: 277.37 | Current optimal: 349 | Optimal ID: d78ef442f6cc9478651211e0a509326c | Wasted room: 132
Gen #643 | Best score: 394 | Gen avg: 237.34 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #644 | Best score: 394 | Gen avg: 235.70 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #645 | Best score: 394 | Gen avg: 243.87 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #646 | Best score: 395 | Gen avg: 247.06 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #647 | Best score: 395 | Gen avg: 249.91 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #648 | Best score: 395 | Gen avg: 254.05 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #649 | Best score: 395 | Gen avg: 252.06 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #650 | Best score: 395 | Gen avg: 247.38 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #651 | Best score: 395 | Gen avg: 255.97 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #652 | Best score: 395 | Gen avg: 249.68 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #653 | Best score: 395 | Gen avg: 249.26 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #654 | Best score: 395 | Gen avg: 250.27 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #655 | Best score: 395 | Gen avg: 250.56 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #656 | Best score: 395 | Gen avg: 249.82 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #657 | Best score: 395 | Gen avg: 249.88 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #658 | Best score: 395 | Gen avg: 252.05 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #659 | Best score: 395 | Gen avg: 245.35 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #660 | Best score: 395 | Gen avg: 248.53 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #661 | Best score: 395 | Gen avg: 237.59 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #662 | Best score: 395 | Gen avg: 250.98 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #663 | Best score: 395 | Gen avg: 254.25 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #664 | Best score: 395 | Gen avg: 251.63 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #665 | Best score: 395 | Gen avg: 243.51 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #666 | Best score: 395 | Gen avg: 247.62 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #667 | Best score: 395 | Gen avg: 245.13 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #668 | Best score: 395 | Gen avg: 248.06 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #669 | Best score: 395 | Gen avg: 240.50 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #670 | Best score: 395 | Gen avg: 241.70 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #671 | Best score: 395 | Gen avg: 241.84 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #672 | Best score: 395 | Gen avg: 245.26 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #673 | Best score: 395 | Gen avg: 241.49 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #674 | Best score: 395 | Gen avg: 249.06 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #675 | Best score: 395 | Gen avg: 243.12 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #676 | Best score: 395 | Gen avg: 243.04 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #677 | Best score: 395 | Gen avg: 240.42 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #678 | Best score: 395 | Gen avg: 230.78 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #679 | Best score: 395 | Gen avg: 240.27 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #680 | Best score: 395 | Gen avg: 232.74 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #681 | Best score: 395 | Gen avg: 233.93 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #682 | Best score: 395 | Gen avg: 237.82 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #683 | Best score: 395 | Gen avg: 242.36 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #684 | Best score: 395 | Gen avg: 240.26 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #685 | Best score: 395 | Gen avg: 244.79 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #686 | Best score: 395 | Gen avg: 243.02 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #687 | Best score: 395 | Gen avg: 238.23 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #688 | Best score: 395 | Gen avg: 230.52 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #689 | Best score: 395 | Gen avg: 232.28 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #690 | Best score: 395 | Gen avg: 237.04 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #691 | Best score: 395 | Gen avg: 236.31 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #692 | Best score: 395 | Gen avg: 249.15 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #693 | Best score: 395 | Gen avg: 251.94 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #694 | Best score: 395 | Gen avg: 247.34 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #695 | Best score: 395 | Gen avg: 240.76 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #696 | Best score: 395 | Gen avg: 239.81 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #697 | Best score: 395 | Gen avg: 241.12 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #698 | Best score: 395 | Gen avg: 238.94 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #699 | Best score: 387 | Gen avg: 242.39 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #700 | Best score: 387 | Gen avg: 246.27 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #701 | Best score: 387 | Gen avg: 238.56 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #702 | Best score: 387 | Gen avg: 245.53 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #703 | Best score: 387 | Gen avg: 241.05 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #704 | Best score: 387 | Gen avg: 247.24 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #705 | Best score: 387 | Gen avg: 245.12 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #706 | Best score: 387 | Gen avg: 240.53 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #707 | Best score: 387 | Gen avg: 245.18 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #708 | Best score: 386 | Gen avg: 246.52 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #709 | Best score: 377 | Gen avg: 256.34 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #710 | Best score: 378 | Gen avg: 251.96 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #711 | Best score: 378 | Gen avg: 246.53 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #712 | Best score: 378 | Gen avg: 245.53 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #713 | Best score: 378 | Gen avg: 244.03 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #714 | Best score: 378 | Gen avg: 251.41 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #715 | Best score: 378 | Gen avg: 246.81 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #716 | Best score: 378 | Gen avg: 245.37 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #717 | Best score: 378 | Gen avg: 242.78 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #718 | Best score: 378 | Gen avg: 255.27 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #719 | Best score: 379 | Gen avg: 243.32 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #720 | Best score: 379 | Gen avg: 244.93 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #721 | Best score: 379 | Gen avg: 242.23 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #722 | Best score: 379 | Gen avg: 246.15 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #723 | Best score: 380 | Gen avg: 246.63 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #724 | Best score: 380 | Gen avg: 250.20 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #725 | Best score: 380 | Gen avg: 241.50 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #726 | Best score: 380 | Gen avg: 240.41 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #727 | Best score: 384 | Gen avg: 244.78 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #728 | Best score: 384 | Gen avg: 246.26 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #729 | Best score: 384 | Gen avg: 242.78 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #730 | Best score: 384 | Gen avg: 245.59 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #731 | Best score: 384 | Gen avg: 240.63 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #732 | Best score: 384 | Gen avg: 246.73 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #733 | Best score: 389 | Gen avg: 248.05 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #734 | Best score: 389 | Gen avg: 249.35 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #735 | Best score: 389 | Gen avg: 245.12 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #736 | Best score: 389 | Gen avg: 245.71 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #737 | Best score: 389 | Gen avg: 252.50 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #738 | Best score: 389 | Gen avg: 250.92 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #739 | Best score: 389 | Gen avg: 244.39 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #740 | Best score: 389 | Gen avg: 243.32 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #741 | Best score: 389 | Gen avg: 244.04 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #742 | Best score: 389 | Gen avg: 247.57 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #743 | Best score: 389 | Gen avg: 254.16 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #744 | Best score: 391 | Gen avg: 253.39 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #745 | Best score: 391 | Gen avg: 244.57 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #746 | Best score: 391 | Gen avg: 246.49 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #747 | Best score: 391 | Gen avg: 252.71 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #748 | Best score: 391 | Gen avg: 253.49 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #749 | Best score: 391 | Gen avg: 260.49 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #750 | Best score: 391 | Gen avg: 253.34 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #751 | Best score: 391 | Gen avg: 247.49 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #752 | Best score: 391 | Gen avg: 236.89 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #753 | Best score: 391 | Gen avg: 243.58 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #754 | Best score: 391 | Gen avg: 243.10 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #755 | Best score: 391 | Gen avg: 239.32 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #756 | Best score: 391 | Gen avg: 243.80 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #757 | Best score: 391 | Gen avg: 243.00 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #758 | Best score: 393 | Gen avg: 245.93 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #759 | Best score: 393 | Gen avg: 236.46 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #760 | Best score: 391 | Gen avg: 239.39 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #761 | Best score: 391 | Gen avg: 244.36 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #762 | Best score: 391 | Gen avg: 246.73 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #763 | Best score: 391 | Gen avg: 247.24 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #764 | Best score: 391 | Gen avg: 249.44 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #765 | Best score: 391 | Gen avg: 248.87 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #766 | Best score: 388 | Gen avg: 250.04 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #767 | Best score: 388 | Gen avg: 248.87 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #768 | Best score: 388 | Gen avg: 240.06 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #769 | Best score: 388 | Gen avg: 245.17 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #770 | Best score: 388 | Gen avg: 239.54 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #771 | Best score: 388 | Gen avg: 235.38 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #772 | Best score: 388 | Gen avg: 233.76 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #773 | Best score: 392 | Gen avg: 240.88 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #774 | Best score: 388 | Gen avg: 237.33 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #775 | Best score: 388 | Gen avg: 234.14 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #776 | Best score: 388 | Gen avg: 234.04 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #777 | Best score: 393 | Gen avg: 230.08 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #778 | Best score: 393 | Gen avg: 238.73 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #779 | Best score: 397 | Gen avg: 241.15 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #780 | Best score: 397 | Gen avg: 232.81 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #781 | Best score: 397 | Gen avg: 238.10 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #782 | Best score: 397 | Gen avg: 247.98 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #783 | Best score: 397 | Gen avg: 246.19 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #784 | Best score: 393 | Gen avg: 242.35 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #785 | Best score: 393 | Gen avg: 235.75 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #786 | Best score: 393 | Gen avg: 241.24 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #787 | Best score: 401 | Gen avg: 235.88 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #788 | Best score: 401 | Gen avg: 237.23 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #789 | Best score: 401 | Gen avg: 237.85 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #790 | Best score: 401 | Gen avg: 242.70 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #791 | Best score: 401 | Gen avg: 240.84 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #792 | Best score: 401 | Gen avg: 249.87 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #793 | Best score: 391 | Gen avg: 246.77 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #794 | Best score: 391 | Gen avg: 243.55 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #795 | Best score: 394 | Gen avg: 237.62 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #796 | Best score: 391 | Gen avg: 238.39 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #797 | Best score: 392 | Gen avg: 237.04 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #798 | Best score: 392 | Gen avg: 243.20 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #799 | Best score: 392 | Gen avg: 239.74 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #800 | Best score: 391 | Gen avg: 248.74 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #801 | Best score: 389 | Gen avg: 245.47 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #802 | Best score: 390 | Gen avg: 245.56 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #803 | Best score: 390 | Gen avg: 250.61 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #804 | Best score: 390 | Gen avg: 249.25 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #805 | Best score: 390 | Gen avg: 255.96 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #806 | Best score: 384 | Gen avg: 251.70 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #807 | Best score: 384 | Gen avg: 242.40 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #808 | Best score: 384 | Gen avg: 240.65 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #809 | Best score: 384 | Gen avg: 249.05 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #810 | Best score: 384 | Gen avg: 246.68 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #811 | Best score: 384 | Gen avg: 244.58 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #812 | Best score: 387 | Gen avg: 237.84 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #813 | Best score: 398 | Gen avg: 229.42 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #814 | Best score: 398 | Gen avg: 235.08 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #815 | Best score: 398 | Gen avg: 232.24 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #816 | Best score: 398 | Gen avg: 234.05 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #817 | Best score: 398 | Gen avg: 242.95 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #818 | Best score: 398 | Gen avg: 236.28 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #819 | Best score: 398 | Gen avg: 234.24 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #820 | Best score: 398 | Gen avg: 235.82 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #821 | Best score: 398 | Gen avg: 234.41 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #822 | Best score: 398 | Gen avg: 240.88 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #823 | Best score: 398 | Gen avg: 241.81 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #824 | Best score: 398 | Gen avg: 237.87 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #825 | Best score: 398 | Gen avg: 235.57 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #826 | Best score: 398 | Gen avg: 233.57 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #827 | Best score: 398 | Gen avg: 239.63 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #828 | Best score: 398 | Gen avg: 242.73 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #829 | Best score: 398 | Gen avg: 240.64 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #830 | Best score: 398 | Gen avg: 238.29 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #831 | Best score: 398 | Gen avg: 241.83 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #832 | Best score: 378 | Gen avg: 235.56 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #833 | Best score: 378 | Gen avg: 234.95 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #834 | Best score: 381 | Gen avg: 241.48 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
Gen #835 | Best score: 381 | Gen avg: 242.51 | Current optimal: 419 | Optimal ID: 771442d594094fe50da2101e076989c9 | Wasted room: 157
